ventaja	propio	destino	categoria	subcategoria	destino_propuesto	id	nombre
7.43	0.00	7.43	Juegos de mesa	Otros juegos	Juguetes y bebés	p109178	Baby Trend Lil' Snooze Deluxe III Cozy Mint con capazo
7.43	3.35	10.78	Herramientas	Material eléctrico	Domótica y hogar inteligente	p339104	Interruptor de Palanca Silenciosa Leviton de Un Polo, Marfil
7.43	0.00	7.43	Herramientas	Material eléctrico	Cargadores y adaptadores	p350741	Adaptador de enchufe a tomacorrientes JNXQWE, enchufe de luz enchufable, enchufe de luz polarizado de 2 clavijas a base de rosca E26 E27, 660 vatios, 125 voltio
7.43	1.75	9.18	Refacciones	Para patinetas eléctricas	Movilidad eléctrica	p145631	Cargador de batería de Scooter eléctrico 24V 0.6A para Razor E100 E125 E500S PR200 Enchufe Estadounidense 110V
7.43	1.75	9.18	Refacciones	Para patinetas eléctricas	Movilidad eléctrica	p146039	Cargador XLR de 24 V (máximo 29.4 V) 2A de 3 pines para scooter eléctrico Go-Go Elite Traveller, Plus HD US, Ezip Mountain Trailz, Jazzy Power Chair, Shoprider,
7.43	1.75	9.18	Refacciones	Para patinetas eléctricas	Movilidad eléctrica	p146996	Cargador De Scooter Eléctrico 42V 2A Para M365, S1, S2, S3 Y S4
7.43	1.75	9.18	Refacciones	Para patinetas eléctricas	Movilidad eléctrica	p147936	Genérico Cargador para Scooter Eléctrico 60V 20AH con Ventilador Inteligente, Compatible con 98% de Vehículos Eléctricos, Eficiencia de Carga Mejorada 30%
7.42	3.01	10.43	Cocina y comedor	Organización de cocina	Muebles	p311778	Silla reclinable de doble motor para personas mayores con masaje y calor, reclinable eléctrico de posición infinita con USB A y C, portavasos (T6010 - piel sint
7.42	2.80	10.22	Bocinas	Bocinas Bluetooth	Blancos y ropa de cama	p178469	Naturepedic Serenade - Colchón orgánico - Cojín híbrido firme con bocinas envueltas y látex natural para mayor comodidad y transpirabilidad
7.42	0.00	7.42	Impresión 3D	Escáneres 3D	Tabletas	p2096	Escáner LiDAR Raven de 3DMakerpro
7.42	0.00	7.42	Impresión 3D	Escáneres 3D	Tabletas	p2097	Escáner LiDAR Raven Max de 3DMakerpro
7.42	0.00	7.42	Impresión 3D	Escáneres 3D	Tabletas	p2098	Escáner LiDAR RTK Raven Max de 3DMakerpro
7.42	0.00	7.42	Impresión 3D	Escáneres 3D	Tabletas	p2371	Escáner 3D LiDAR Hawk de 3DMakerpro
7.42	0.00	7.42	Herramientas	Accesorios para herramientas eléctricas	Salud	p120194	Cabezas de Cepillo de Dientes iOearry Compatibles con Burst Paquete de 10 Negro
7.42	0.00	7.42	Juguetes y bebés	Bebés	Salud	p105528	Cepillo de Dientes GUM Crayola Pip-Squeaks Ultra Suave Paquete de 4
7.42	3.24	10.66	Videojuegos	Cargadores, bases y soportes	Cargadores y adaptadores	p257820	Soporte para Router de Pared, Ancho Ajustable, Mejora la señal, Antiarañazos, Soporte para Router TP-Link, XIAOMI, Compatible con Apple TV Box, PS4, Xbox y Otro
7.41	0.00	7.41	Iluminación		Herramientas	p87137	Placa de 3 Módulos+ 2 Apag. de 1 Mód. + Apag. Esc. de 1 Mód. Negro / Lugano
7.41	0.00	7.41	Iluminación		Herramientas	p87186	Placa de 3 Módulos+ 2 Apag. de 1 Mód. + Apag. Esc. de 1 Mód. Marfíl / Lugano
7.41	1.46	8.88	Instrumentos musicales	Micrófonos	Mouse	p369290	Micrófono Steren MIC-285R Inalámbrico Y Receptor Con Baterí­a Recargable Color Negro
7.41	2.16	9.57	Refacciones	Refacciones para licuadora y batidora	Electrodomésticos	p140827	Ymiko Repuesto de Licuadora, Cuchilla Extractora de Exprimidor para Accesorios de Repuesto de Licuadora NUTRI (Siete impulsores)
7.41	3.16	10.57	Muebles	Escritorios de oficina	Monitores	p280994	Caja de Ordenador TA65 ITX HTPC, Caja de Escritorio con Puerto USB3.0, Control Industrial para Cine en casa, Juegos de, Ahorro de Espacio
7.41	2.48	9.89	Autos, bicicletas y motos	Autos	Blancos y ropa de cama	p344936	Manta Eléctrica para Coche, Franela, 200x80cm, 3 Temporizadores, 9 Niveles
7.40	0.00	7.40	Herramientas	Jardinería	Climatización	p123203	Soplador Eléctrico Energy 1000W Velocidad 120 Km/h
7.40	0.00	7.40	Otros	Varios	Electrodomésticos	p97151	Removedor de membrana de costilla Concons de acero inoxidable naranja
7.40	0.00	7.40	Herramientas	Plomería	Otros	p121679	Cabezal de ducha NU Aqua color topo con filtro cepillo y esponja
7.40	2.63	10.03	Herramientas	Material eléctrico	Cargadores y adaptadores	p121529	Multicontacto con Cable MXOWA-001 PowerWay20 Extensión de Enchufe
7.40	1.86	9.26	Muebles	Mesas de centro	Otros	p249059	Manguera universal de propano con regulador para parrillas de gas, piezas de repuesto para Weber, Blackstone Griddles, Nexgrill, mesa de fogata, la mayoría de p
7.40	1.60	9.00	Otros	Baño	Blancos y ropa de cama	p96100	Juego de Cortina de Ducha Clorox Waffle 183x183 cm Verde Salvia
7.40	3.66	11.06	Proyectores y accesorios	Pantallas enrollables manuales	Instrumentos musicales	p274762	Brea Transparente para Violín y Violonchelo, 8 Piezas, Baja Generación de Polvo, Mejora la Proyección para Instrumentos de Cuerda
7.40	2.63	10.03	Herramientas	Material eléctrico	Cargadores y adaptadores	p350702	Multicontacto Pared, Extension Electrica 1.8 Regleta Multicontacto
7.40	2.63	10.03	Herramientas	Material eléctrico	Cargadores y adaptadores	p350751	Multicontacto Pared, Extension Electrica 1.8 Regleta Multicontacto
7.40	3.65	11.04	Proyectores y accesorios	Proyectores	Decoración de hogar y jardín	p193980	Luces de Proyector LED para Motocicleta - Luz Antiniebla LED Fuera de Camino, Luces de Proyector LED para Motocicleta | 2 Luces de Cortesía de Paso Sombra Fanta
7.40	0.00	7.40	Herramientas	Plomería	Electrodomésticos	p357524	Dayone Grifo de Cocina Cascada con Rociador Extra?ble Negro
7.39	3.03	10.42	Muebles	Mesas de centro	Blancos y ropa de cama	p348104	Bandeja para Bañera, Bandeja Extensible para Bañera con Mango Antideslizante Y Orificios De Drenaje Mesa De Baño para Toallas Libro De Vino Champú Jabón Velas T
7.39	0.00	7.39	Fitness	Pequeña	Deportes y fitness	p31456	Faja Cinturon Lumbar De Carga-hebilla Plus-unisex Talla XL
7.39	0.00	7.39	Fitness	Pequeña	Deportes y fitness	p31457	Faja Cinturon Lumbar De Carga-hebilla Plus-unisex Talla G
7.39	0.00	7.39	Fitness	Pequeña	Deportes y fitness	p31458	Faja Cinturon Lumbar De Carga-hebilla Plus-unisex Talla M
7.39	2.04	9.43	Muebles	Sofás de 2 y 3 plazas	Blancos y ropa de cama	p344344	Levemolo Eléctrica Portátil De Calefacción Usb Para Invierno Para Sofá y Uso Casa Calienta Rápidamente y Mantiene Caliente
7.38	2.20	9.59	Refacciones	Refacciones para freidora de aire	Electrodomésticos	p207554	Rejilla Doble Nivel para Freidora de Aire Acero Inoxidable
7.38	0.00	7.38	Instrumentos musicales	Tornamesas	Bocinas	p42417	Tocadiscos Artisam Vintage Bluetooth USB FM 20"
7.38	0.00	7.38	Instrumentos musicales	Tornamesas	Bocinas	p42553	Tocadiscos Crosley CR8005E-BH Vintage Bluetooth de 3 Velocidades
7.38	0.00	7.38	Instrumentos musicales	Tornamesas	Bocinas	p43392	Tocadiscos Bluetooth vintage LoopTone 9 en 1
7.38	0.00	7.38	Viajes	Pesca	Impresión 3D	p20811	Afor Telescopic Fishing Rod Reel Combo 2PCS 6.89FT Collapsible Fishing Pole Spinning Reel Lures Accessories
7.38	3.33	10.71	Herramientas	Jardinería	Electrodomésticos	p153913	Pulverizador de Pintura inalámbrico sin Aire, depósito de 1,7 l, batería de 5000 mAh, pulverizador portátil de Alta presión, pulverizador de Pintura eléctrico s
7.38	0.00	7.38	Equipo comercial	Refrigeración comercial	Refrigeradores	p35658	Despachador Mirage Gris Color Plateado
7.38	2.55	9.93	Herramientas	Refacciones de herramientas eléctricas	Baterías portátiles	p148245	TENMOER - Paquete de 2 unidades de 3.0 Ah compatible con Dewalt 20 V Max cargador de batería
7.37	0.00	7.37	Fitness	Mediana	Deportes y fitness	p30990	Banco Ejercicio Ajustable Reforzado 300kg Pro BF0001
7.37	1.97	9.34	Herramientas	Cerraduras y candados	Domótica y hogar inteligente	p353860	Paquete de 2 Cerraduras de Cerrojo con Llave
7.37	3.15	10.52	Iluminación	Lámparas de emergencia	Bocinas	p260055	Cobra RX180 Walkie Talkies (Paquete de 2) - Radios bidireccionales compactas Ligeras y fáciles de Usar de Largo Alcance, 22 Canales preestablecidos, alertas met
7.36	3.08	10.44	Herramientas	Cerraduras y candados	Domótica y hogar inteligente	p353458	Lock 16CS Cerradura de sobreponer función instala fácil, derecha, llave estándar, blíster
7.36	3.08	10.44	Herramientas	Cerraduras y candados	Domótica y hogar inteligente	p353467	Lock 12CS Cerradura de sobreponer función instala fácil, derecha, llave tetra, en caja
7.36	3.08	10.44	Herramientas	Cerraduras y candados	Domótica y hogar inteligente	p353772	Lock 11CS Cerradura de sobreponer función instala fácil, izquierda, llave tetra, blíster
7.36	3.08	10.44	Herramientas	Cerraduras y candados	Domótica y hogar inteligente	p353780	Lock 23CS Cerradura sobreponer clásica función izquierda, llave de puntos, en caja
7.36	3.00	10.37	Bocinas	Bocinas Bluetooth	Muebles	p351410	Mesita de Noche Inteligente con Altavoz, Mesita de Noche Moderna con Enchufe, Mesita de Noche 3 Cajones con Bloquear, para Dormitorio, Salón(Gray,40x40x49CM)
7.36	3.00	10.37	Bocinas	Bocinas Bluetooth	Muebles	p351411	Mesita de Noche Inteligente con Altavoz, Mesita de Noche Moderna con Enchufe, Mesita de Noche 3 Cajones con Bloquear, para Dormitorio, Salón(Gray,45x40x49CM)
7.36	3.00	10.37	Bocinas	Bocinas Bluetooth	Muebles	p351412	Mesita de Noche Inteligente con Altavoz, Mesita de Noche Moderna con Enchufe, Mesita de Noche 3 Cajones con Bloquear, para Dormitorio, Salón(Gray,50x40x49CM)
7.36	3.00	10.37	Bocinas	Bocinas Bluetooth	Muebles	p351413	Mesita de Noche Inteligente con Altavoz, Mesita de Noche Moderna con Enchufe, Mesita de Noche 3 Cajones con Bloquear, para Dormitorio, Salón(White,40x40x49CM)
7.36	3.00	10.37	Bocinas	Bocinas Bluetooth	Muebles	p351414	Mesita de Noche Inteligente con Altavoz, Mesita de Noche Moderna con Enchufe, Mesita de Noche 3 Cajones con Bloquear, para Dormitorio, Salón(White,45x40x49CM)
7.36	3.00	10.37	Bocinas	Bocinas Bluetooth	Muebles	p351415	Mesita de Noche Inteligente con Altavoz, Mesita de Noche Moderna con Enchufe, Mesita de Noche 3 Cajones con Bloquear, para Dormitorio, Salón(White,50x40x49CM)
7.36	0.00	7.36	Refacciones	Para autos	Iluminación	p109653	Luces de matrícula LED Asgohme Pack de 2 rojo OLED 12V
7.36	3.00	10.36	Bocinas	Bocinas Bluetooth	Componentes y accesorios de PC	p174842	Genérico Altavoz Interno De La Placa Base De PC, Zumbador Plug and Play
7.35	3.02	10.37	Muebles	Camas	Domótica y hogar inteligente	p309879	Sensor de Presión de Película Fina de Alta Precisión para Monitoreo de Cama, 2 uds., 2kg, Interruptores Inteligentes para Zapatos, Equipo
7.35	0.00	7.35	Componentes y accesorios de PC	Accesorios	Domótica y hogar inteligente	p126954	Regulador de Voltaje 1500VA/1000W con Pantalla y Protección contra Sobrecarga Energizer
7.35	2.29	9.64	Herramientas	Juegos de herramientas	Autos, bicicletas y motos	p255890	Juego de herramientas de extracción de rodamientos de rueda compatible con motocicletas Harley Davidson | Juego de herramientas de instalación para rodamientos 
7.35	3.50	10.85	Instrumentos musicales	Micrófonos	Audífonos	p269670	Micrófono Condensador USB para Gamer, Cancelación de Ruido Profunda, RGB Luz y Brillo Ajustable, con Filtro Pop, Micrófono Multifuncional para PS4/5, PC, Mac, S
7.35	0.00	7.35	Herramientas	Jardinería	Baterías portátiles	p123274	Daewoo Sopladora Inalámbrica 20V Incluye Batería 2ah y Cargador
7.35	0.00	7.35	Herramientas	Cerraduras y candados	Domótica y hogar inteligente	p349042	Dontay - Cerradura y tirador de privacidad para puerta, acero inoxidable 304 contemporáneo, manijas de puerta empotradas, cierre de privacidad (cama/baño), resp
7.34	1.24	8.58	Herramientas	Material eléctrico	Domótica y hogar inteligente	p121501	Interruptor sensor de humedad Lutron MS-HS3G-WH de 3 amperios blanco
7.34	0.00	7.34	Muebles	Escritorios	Equipo comercial	p187527	Teclado Industrial de Acero Inoxidable Rugoso Negro del Trackball del Soporte del Panel for la máquina(USB Interface)
7.34	3.56	10.90	Refacciones	Refacciones para otros electrodomésticos	Cargadores y adaptadores	p146957	Wanme Cable Cargador 5V USB para Afeitadoras Philips Norelco Oneblade y Más Modelos Seleccionados - Repuesto para QP2834, QP2724, QP1324, MG7960, MG9510
7.34	2.45	9.79	Almacenamiento	SSD	Tabletas	p283977	WD_BLACK SN850X SSD + Samsung Premium Storage Bundle
7.34	0.00	7.34	Refacciones	Para autos	Electrodomésticos	p110179	Regulador de Gas LP Flame King ACR-2 de Cambio Automático de 2 Etapas
7.33	3.43	10.76	Herramientas	Cerraduras y candados	Domótica y hogar inteligente	p353826	Leydebong 1 paquete de manijas de puerta interior doradas, manija de puerta con palanca de privacidad dorada sin llaves, reversible para lado derecho e izquierd
7.33	3.16	10.49	Componentes y accesorios de PC	Componentes	Cocina y comedor	p297266	UPPAbaby Bevvy - Enfriador con aislamiento + a prueba de fugas/asas portátiles/se adapta a cestas de carriola Vista, Cruz, Ridge
7.33	0.00	7.33	Componentes y accesorios de PC	Accesorios de monitor	Cargadores y adaptadores	p193975	Archy Cable VGA a VGA 3 metros 1080P Macho a Macho (VGA03)
7.33	0.00	7.33	Componentes y accesorios de PC	Accesorios de monitor	Cargadores y adaptadores	p246622	Archy Cable VGA a VGA 5 metros 1080P Macho a Macho (VGA05)
7.33	0.00	7.33	Componentes y accesorios de PC	Componentes	Domótica y hogar inteligente	p313637	Barra deshumidificadora dorada, fácil instalación, elimina humedad para cajas fuertes y gabinetes, aprobado por ETL (18 pulgadas)
7.33	1.39	8.72	Electrodomésticos	Pequeños electrodomésticos de cocina	Cámaras y fotografía	p247480	72 piezas de mini herramienta giratoria inalámbrica, taladro eléctrico de resina, mini bolígrafo taladro inalámbrico con llavero, taladro de mano recargable por
7.33	2.88	10.20	Autos, bicicletas y motos	Bocinas para auto	Bocinas	p177915	LD Systems ICOA 12 A BT Altavoz PA coaxial Activo de 12 Pulgadas con Bluetooth
7.33	2.79	10.12	Autos, bicicletas y motos	Accesorios y refacciones	Cámaras y fotografía	p281901	Cámara De Acción De Pantalla Dual, Cámara De Acción 4K 30 Impermeable, Ángulo Ultra De 170 ° Y Compatible con Filtros, Cámara Portátil para Bucear En Bicicleta,
7.33	1.79	9.11	Herramientas	Jardinería	Otros	p201026	McKillans® Kit de conexión rápida para lavadora a presión, M22-14 mm a 3/8 pulgadas macho hembra kit de desconexión rápida para lavadora a presión (latón)
7.33	0.00	7.33	Autos, bicicletas y motos	Baterías para auto	Baterías portátiles	p144410	DEWALT Cargador de Batería de Herramienta, Voltage 12V/20V Máx., 1.25 A, DCB107
7.32	0.00	7.32	Componentes y accesorios de PC	Accesorios	Teclados	p1020	Hanlinyue 2-Key High-Speed Switch Keyboard Bluetooth Page Turner, Color: Pink For KOBO
7.32	0.00	7.32	Juguetes y bebés	Otros	Iluminación	p223620	Lámpara Icon Panda PP13276MCF
7.32	0.00	7.32	Refacciones	Para autos	Herramientas	p35487	Gato Patín Hidráulico Goni 2 Toneladas Automotriz SP47014C
7.32	0.00	7.32	Cocina y comedor		Otros	p249574	Bolsa para Bicicleta Impermeable, Bolsa Bicicleta Cuadro con Pantalla Táctil, Funda de Soporte para Teléfono con Orificio para Auriculares, Bolsa de Tubo Compat
7.32	1.15	8.47	Viajes	Maletas	Computadoras de escritorio	p82601	Almohada corporal Travelrest todo en uno con soporte para cuello y espuma viscoelástica
7.32	3.33	10.65	Autos, bicicletas y motos	Bombas e infladores	Deportes y fitness	p296080	VEVOR Bouncer inflable, cama elástica recreativa de 6.5 pies a 17 pies, plataforma de natación portátil con escalera de 3 pasos y bomba de aire eléctrica, niños
7.32	2.62	9.94	Autos, bicicletas y motos	Subwoofers para auto	Bocinas	p115079	Subwoofer Dayton Audio RSS265HO-44 de 10" DVC de alta potencia
7.32	0.00	7.32	Muebles	Otros	Videojuegos	p310127	Creative Writing and Wellbeing: Research, Theory, and Practice Beyond Words (Routledge Interdisciplinary Perspectives on Literature) (English Edition)
7.31	0.00	7.31	Instrumentos musicales	Pedales y efectos	Cocina y comedor	p45707	BOSS FSC-10 Tapas para footswitch 10 piezas transparentes
7.31	2.42	9.73	Herramientas	Escaleras	Blancos y ropa de cama	p346803	Juego de 6 toallas blancas con dobladillo (14 x 22 pulgadas) | 100% algodón con elegante detalle de dobladillo de escalera
7.31	1.76	9.07	Muebles	Escritorios de oficina	Componentes y accesorios de PC	p239716	VIVO MOUNT-PC01C - Soporte ajustable de PC para escritorio con pinza, montaje debajo del escritorio, soporte para caja de CPU con instalación sin herramientas, 
7.31	2.34	9.64	Componentes y accesorios de PC	Accesorios	Otros	p126953	No Break UPS 600VA 360W con Indicador y Protección de Energía para Equipos Electrónicos Energizer
7.31	2.34	9.64	Componentes y accesorios de PC	Accesorios	Otros	p126956	No Break UPS 400VA 240W  con Indicadores y Protección de Energía para Equipos Electrónicos Energizer
7.30	1.24	8.54	Componentes y accesorios de PC	Componentes	Equipo comercial	p326195	Soportes de Esquina en L, 50 Pack Soportes para Estantes, Soportes de Acero Inoxidable en L para Estantes 90 Grados, para Estantes, Gabinetes, Muebles, Cajón (E
7.30	2.96	10.26	Refacciones	Para patinetas eléctricas	Baterías portátiles	p154052	Scooter Submarino eléctrico portátil, tempolina de 300W con la batería de 6000mAh, Tabla de Buceo de mar de Capacidad Ligera de 80kg para Piscinas, Snorkel, Ayu
7.30	2.28	9.58	Electrodomésticos	Pequeños electrodomésticos de cocina	Teclados	p153957	Engrasadora Eléctrica a Batería | Diseño Inalámbrico Portátil, Alta Presión, Pistola Engrase con Batería Recargable, para Garaje, Mecánicos, Negro, Mango Redond
7.30	2.28	9.58	Electrodomésticos	Pequeños electrodomésticos de cocina	Teclados	p154015	Engrasadora Eléctrica a Batería | Diseño Inalámbrico Portátil, Alta Presión, Pistola Engrase con Batería Recargable, para Garaje, Mecánicos, Naranja,
7.30	2.16	9.46	Refacciones	Refacciones para bocinas y audio	Cargadores y adaptadores	p145654	Cargador de 12 V 1A para Bose SoundLink Mini (solo 1ª generación), altavoz 413295 359037-1300 371071-0011 SoundDock XT 626209-1300 1900 PSA10F-120 Cable de alim
7.30	2.16	9.46	Refacciones	Refacciones para otros electrodomésticos	Cargadores y adaptadores	p145714	Wanme Cable Cargador 4.3V para Philips Norelco One Blade QP2520 A00390 MG3740 QP2521 QP2522 QP2515 MG5700 MG3720 QG3330 QT4000 – Cable de Alimentación de Repues
7.30	2.83	10.12	Cocina y comedor	Platos y bowls	Equipo comercial	p96483	Charola De Servicio Grande 40x25 Cm Asas Bandeja Para Servir Cerezo
